Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2016-09-29,278952,357889,4127,4396,125971,174464,113224,179067,1580955,74138,28676,37482,843625,1094582,1159686,1255330,878805,535134,7549,8405,450374,574984,419630,291816,281715,351960,4428,5282,164341,137238,128606,94145,417620,674692,26164,39027,151469,187366,353157,437644,14159,22176,2620,5328,12617,20424,998,1327,493824,637061,7858,9537,275812,225032,232795,282287,64189,100171,1201,1719,53869,18107,14004,27375,173176,198991,5817,5927,108194,138659,72692,86414
2016-09-30,270624,384353,4645,5638,109784,137076,132730,190632,1433323,69556,26815,36858,817671,1034307,1157849,1236765,704903,479728,6883,7590,409278,250663,355358,258065,275695,321839,4027,4855,148415,126074,109575,77284,406091,612456,25929,35409,155477,195190,289246,390497,12390,18484,2146,3883,11477,17411,968,1321,553593,578968,9261,9161,268520,221026,209873,313497,74830,144171,1432,1949,111431,22478,16327,27714,179958,211096,6813,5915,100396,144305,76544,90948
2016-10-01,300363,372998,10623,7167,262873,124505,202551,259454,877949,68675,27315,32547,695955,907181,1496129,1419946,632885,448733,5728,6365,285137,178820,364260,274403,353669,377533,4459,5395,152998,124252,159844,106198,489548,643507,29081,44601,148766,155280,397341,478283,7682,13398,1711,2949,6367,12785,1000,1417,526297,530069,8009,10004,245154,205350,256544,308370,51123,95717,1389,2083,61187,18841,11755,25439,224643,275892,6894,5702,120853,154633,112869,137812
2016-10-02,414072,444820,4762,5957,115290,153618,217508,324917,564392,72972,23533,29380,1039044,977384,1620282,1662052,776787,552401,6626,8167,335428,214857,435261,323890,348085,385423,4332,4824,161155,135885,175474,112513,879884,665423,38364,70842,146558,164743,700128,523679,8413,12914,1676,3173,7233,12005,912,1252,594279,636878,8061,10301,307430,213879,291700,313646,41733,63739,1133,3030,28120,13607,10143,23602,247024,267423,7001,5614,130405,153022,112635,143503
2016-10-03,385772,472851,7729,8540,125536,167917,225131,288147,389652,75757,23555,31700,1102193,1112360,1330603,1454289,894991,619296,7583,8588,475498,293591,461622,361787,285959,364681,4158,4674,190427,137147,123991,93051,828310,609962,30114,70467,172339,206605,387702,449298,17473,25371,3004,8129,17603,24197,1397,1517,547530,681977,7381,9013,298895,218265,267146,284434,43630,64949,1769,1718,30939,15490,9579,21794,216393,226109,6129,5223,119873,151196,78815,107497
2016-10-04,319541,502498,6170,7368,187549,180217,146132,172686,692967,77915,30906,32276,891432,1294527,1378351,1344604,1036130,598100,6253,8605,588181,294867,439307,358676,267987,425792,3566,4431,185897,125347,148874,97026,753640,531715,39204,49362,191695,221013,456286,402402,12773,21650,2884,4802,11544,20934,1188,1401,538070,686628,6999,8677,331653,225983,254184,298940,45632,69233,2479,1547,30906,15315,12694,20546,205408,280417,5431,5536,119782,208698,78667,93911
2016-10-05,407033,362573,5198,6126,133518,263290,143215,152013,576223,118761,28378,30938,831234,1171438,1243320,1351124,931017,616179,7008,9283,508434,293915,457124,316591,273875,352677,3043,4140,181479,128775,122991,96138,516177,535789,34168,40408,176883,209048,362445,414860,13837,28882,2164,4128,12927,32076,1137,1436,559958,649826,6465,8341,339610,230847,239277,284771,43227,66795,1275,1534,28830,14302,11138,20151,193664,217335,5588,4962,114843,138883,78068,95612
2016-10-06,286023,351946,4765,5611,123115,178127,149916,164139,737303,87589,27024,31401,1011543,1156573,1159045,1301642,882662,568289,7103,8759,471826,303979,427391,311338,263504,355667,3686,4396,174860,124942,129971,85457,422322,491601,32948,32817,146024,168047,315817,352944,11803,19032,2095,3873,10724,18774,1019,1341,532919,639086,7052,8050,312196,219405,248064,278716,44956,68908,1357,1850,31152,12403,8999,20240,188262,216209,5934,5707,115070,145360,76417,91686
2016-10-07,361870,335362,4456,5572,116561,197600,218966,185428,435362,72006,25275,25613,1058640,1149380,1184630,1326597,806420,576767,6246,7090,434037,227483,388346,380006,308579,349960,3573,4013,165779,123443,120927,93402,513157,515232,33043,43413,168545,169088,305493,384166,10967,17525,1794,3366,10092,16955,992,1228,518910,612193,5982,7288,286842,202488,240723,278875,40524,68447,1509,1597,32894,11349,8438,20586,208809,228517,6394,5775,115075,147798,87088,105066
2016-10-08,346955,408827,6431,7140,115514,153629,223705,228310,519818,70138,34119,31335,866195,973888,1545134,1914359,690671,478255,6184,6911,301536,179967,348721,303292,340222,565976,5221,6394,224597,128258,168406,111810,563041,664909,32884,48476,183302,159292,409097,568652,8981,14036,2737,5470,7826,13564,863,1134,580325,657954,7757,9145,269077,196773,290174,342516,40937,88285,3302,1473,55968,9894,8634,21252,292288,374928,7736,6257,164796,161462,154926,203620
2016-10-09,363901,569777,3634,4476,141608,191556,212475,261063,835252,327377,29676,28786,887519,1031089,1654347,1952462,849234,597374,5706,6870,346092,213999,502047,375860,358204,503567,3594,3726,268902,139496,199974,134472,578163,757969,35890,46096,174434,163944,494747,589943,13107,17576,2021,5889,13425,17007,969,1263,682414,731379,7124,8409,339027,232043,363309,337022,47131,63452,1364,1740,30174,11688,11098,22598,325146,327124,7588,6144,150234,171479,161383,187789
2016-10-10,336658,413413,3459,3861,175822,205686,141341,196208,723919,152509,28554,35281,1172068,1130800,1434893,1764148,936718,673112,6633,8297,496668,285313,448704,338630,309526,424554,3867,5126,360827,139219,150124,97302,629971,757354,43289,45390,166140,194228,495268,587498,12114,18041,2455,4721,10759,17380,1185,1711,603924,658938,8521,10173,335811,217757,258533,286765,59112,65710,1446,1857,28695,22556,16680,21472,279917,297410,7990,6558,145096,170771,128459,151330
2016-10-11,315614,424617,2795,3392,140450,182298,137002,189849,377820,74277,27560,28570,1126244,1233288,1359339,1610825,885990,672767,6507,8217,502258,344016,435951,339591,286703,371333,3463,5384,191690,134800,169167,97894,728042,622630,30403,91976,164905,251007,546399,389961,12837,20417,2014,2924,11708,19837,1148,1587,551145,643957,6655,8234,310687,206215,245581,285032,45312,66052,1190,1692,28081,12316,11557,20700,216265,238565,5992,5689,130535,146509,84096,108270
2016-10-12,354533,396441,3072,3712,144589,188309,144605,202414,442133,75408,27750,36011,1062924,1249995,1218804,1588305,939312,837199,6836,7942,523148,327386,497079,444331,380603,490519,105843,111076,289425,231869,134963,119546,454792,929087,29619,39059,174116,181201,326292,364961,12791,22338,1881,3372,11895,21490,1264,1472,542878,637121,6318,7910,305685,202256,240874,285430,45816,69075,1224,1649,31165,11561,9844,21487,206239,234990,5811,6306,125507,144208,82967,112317
2016-10-13,417003,429413,4402,4369,135495,298350,151088,210024,505368,118610,32026,30157,1060886,1272337,1146858,1414764,864608,644346,6591,8614,471887,291427,422016,352541,386911,500996,103202,105462,329850,233378,135956,135780,434250,552191,25289,36793,158301,231313,287517,527794,17401,25466,2719,8872,18040,25344,1025,1256,661712,627763,6837,8620,312709,204976,248987,281548,42558,66120,1326,2031,28296,10544,8630,20772,193345,262332,6521,6291,141214,151356,77543,108725
2016-10-14,509091,399150,3920,4201,131213,199685,179211,347219,704265,93094,28202,27675,948007,1168024,1138056,1325769,740647,652452,5263,7673,385084,288585,371010,379681,295310,385847,4323,4339,174367,143815,125355,109309,596418,554866,26343,40964,154612,222093,301901,516970,10541,18113,2218,4301,9658,17618,916,1264,600235,622714,6549,8131,294340,197823,240689,284782,44246,63045,1121,3282,29168,11184,13142,22129,205917,253115,6940,6916,137379,155636,79466,116236
2016-10-15,398449,426077,5325,5537,109566,136526,223123,297712,381731,70175,32714,31898,758079,991710,1445401,1543506,969662,477709,6320,7826,319342,188124,343772,327959,337362,460079,5697,5788,164462,132420,197561,127582,529305,619478,29782,42486,143086,157050,356378,514806,9227,13703,1912,3031,8315,13126,991,1140,569806,605277,6625,8252,265952,189289,270887,312198,37882,62011,1287,1760,24812,8588,15567,23248,258081,260655,7449,6406,133105,155753,102887,150218
2016-10-16,511917,503098,4916,5505,126813,169062,207896,335017,366148,74783,30839,32260,801162,903308,1753011,1728994,746489,582773,7927,9534,332090,215455,435967,396952,344394,471725,5393,5907,184918,142299,198035,155277,555633,912830,33949,48603,186918,255430,412568,728040,23587,25423,2042,3559,22748,28273,1241,1492,718029,734354,8916,10407,319991,214626,289978,327200,38022,61589,1500,1997,24009,9080,11000,22700,263953,312306,8761,7024,147003,176405,115366,149391
2016-10-17,392291,386240,4715,5867,168427,227673,145326,237775,829707,80375,35076,34824,1064786,1095050,1293210,1495072,864438,625755,7921,9545,463764,352945,455387,395579,273886,387074,5499,6721,187448,164114,123689,104931,551642,627196,62082,50594,303433,231539,386118,430299,13572,20686,3449,4524,12187,19364,1396,1852,733311,678083,8921,10849,315549,255221,244523,289245,42204,68414,1269,3481,29622,10018,10380,20554,213043,246041,8386,7525,138586,163163,81935,105946
2016-10-18,375711,378180,4940,5832,230177,184217,164168,214547,343777,78793,29059,35280,914893,1116829,1256385,1436157,921430,619981,7435,8963,512976,292291,454593,346832,269766,349133,3754,5797,178296,134558,124158,93194,464721,586715,29533,47413,166243,177172,373094,393286,13904,21806,2948,4784,12913,20685,1110,1351,605329,654978,8760,11097,344234,229704,246197,283749,43530,67913,2127,2018,31046,10032,10061,21373,200639,233524,7252,5484,124328,187016,81543,100276
2016-10-19,369186,485359,4836,5432,173314,177863,160573,196464,307048,78309,25938,31951,977507,1059826,1159112,1377824,933175,622500,7067,8576,509191,288814,462791,344343,306907,369631,3378,5674,182951,122753,120038,122120,646929,538966,29686,45734,170935,173594,514357,386276,14646,24150,4406,7757,13369,22680,1222,1498,606947,651756,9286,10574,306999,235054,242106,287082,43480,68785,2640,1836,30309,9360,9593,22111,207465,237162,6602,5403,120008,162207,81507,100114
2016-10-20,371665,423094,4942,4742,152964,172306,151247,196823,671049,93466,26671,36785,1021364,1144632,1415320,1594192,898577,609400,7259,9074,498218,298427,428683,338868,267194,365526,3160,4891,178458,120166,153106,135705,916776,503609,31254,55469,221019,208369,407455,366840,11955,19264,2284,3511,11153,18749,951,1205,546134,631309,8232,9895,301961,226538,235658,284414,41027,81109,2206,1540,27615,21932,16945,20650,202550,228538,7429,5131,115679,148884,84091,99987
2016-10-21,379087,408686,4623,5728,127059,160252,185718,228927,1837612,337295,27265,34896,974905,1082212,1526096,1411718,763208,1030517,6238,7167,906242,241420,370722,320022,265114,331484,3249,4409,159431,112398,136740,108516,665818,617473,76843,46441,180565,408581,379935,381990,12112,19406,2475,4394,11087,18806,1109,1402,553112,601612,8114,10234,277890,216312,235367,299044,42925,63984,1403,1531,28014,11172,10853,23287,223803,257317,8331,5720,122935,155797,99664,123343
2016-10-22,382883,474037,8550,9113,114415,133955,297390,244551,551031,100972,27586,33445,710940,823839,1662124,1508693,665400,470562,5946,7894,304337,196468,348424,283321,293167,404453,4354,5836,153202,115470,183865,130013,595147,575952,39050,47406,144587,174738,386843,467110,10268,15622,2322,4617,9071,14962,944,1277,618603,594623,9061,11215,263341,210793,267035,327301,40159,60473,1366,2230,25381,8882,15617,25573,239855,254900,6856,5802,122774,157056,105412,140606
2016-10-23,449476,524258,10925,9140,144423,160702,244106,310002,430086,87424,24491,30307,761820,881447,1894014,1816463,801332,599559,6049,9030,385315,238775,450344,337673,397439,556616,3372,4043,180897,320163,219770,194902,626736,838548,56585,60560,180736,201733,455351,642825,10401,18089,3518,6590,9355,17382,1039,1239,627637,733043,8932,11009,308059,233484,299374,349305,48724,61657,1147,1903,32349,16771,14715,24157,280021,263965,6508,4691,135016,193937,114302,145273
2016-10-24,340522,427527,3927,4433,173351,191870,169376,202391,467045,83032,26228,30967,1658227,1087722,1424734,1516710,929097,638417,6756,9953,503997,327791,681082,321538,319054,491728,3428,5357,190047,269922,149103,134666,525522,1031022,39009,42078,180246,215902,348336,665774,11892,19734,2438,3955,11010,19123,950,1238,546924,660346,8163,9779,302625,246020,255165,290001,44959,74448,1091,1626,32910,13447,19131,24112,233727,227247,5897,4925,129738,163253,100785,112561
2016-10-25,313609,433013,3280,3799,137158,193338,162067,185198,659874,78933,25229,31345,947056,1033793,1228426,1338153,961261,637237,8635,11390,535092,384106,499423,302384,323885,397756,2709,3500,172727,131301,153517,124072,495742,574004,29854,34002,135158,186354,283740,398426,13855,19789,1742,3358,13521,19309,904,1217,516905,644089,6698,8732,292210,231147,245360,273797,43139,68386,1098,1539,29683,11931,12024,21386,224228,235269,6099,5432,133780,155306,98440,109438
2016-10-26,326180,412589,3371,3897,153953,191435,159479,185850,665913,76984,24072,31730,863382,1031876,1140699,1314987,956092,617946,6875,9314,523604,303599,450267,304127,320260,372110,3029,3670,169134,124391,139411,118091,468875,481677,30910,31754,119591,174699,299530,376046,16754,23986,1940,6818,16901,23131,951,1331,514890,623589,6158,7731,285643,223202,235216,271375,42657,65605,1165,1619,30709,10065,11022,20768,213884,241461,7102,6661,138026,161646,88183,98548
2016-10-27,380245,415854,2572,3273,171074,183301,152527,212018,1004721,75190,25148,29208,816789,1009444,1086058,1271572,895687,581495,6284,7631,484726,282441,405089,291578,293159,374989,2740,4199,164495,128135,132102,124031,524849,609714,38235,35626,234465,236415,268619,637491,12284,18051,2136,4196,11727,17296,856,1009,516981,614301,7003,8821,295491,216930,224198,270438,41200,63565,2297,1997,34248,13540,9301,20201,205068,235462,5500,4949,125233,157563,81114,97495
2016-10-28,376144,385885,3482,4094,136208,159116,206619,203216,351297,70841,27184,30919,982739,961134,1155709,1210169,716443,508127,5500,7911,381741,229879,360173,279004,320085,361388,4389,5991,165987,115540,140331,111022,546903,595529,43292,39466,175837,182104,309126,497714,11338,17218,2018,3628,10321,16665,928,1245,468711,579150,8046,9702,267530,211303,210997,265833,39143,67207,1293,3764,30125,11359,9131,19819,216926,235137,6481,5874,118690,157027,84140,107227
2016-10-29,412601,468076,4514,4814,109800,149053,212429,290310,276519,66837,26644,31790,820175,899435,1459292,1411103,643898,450679,6015,8446,287061,185700,352301,246928,322528,414992,4586,5325,187999,115122,183307,130748,626223,621068,42029,43713,144129,175845,361605,561130,8860,14745,1945,3164,7681,14437,895,1159,497255,580858,7804,9188,245118,195349,235897,291205,35206,58850,1464,1914,23809,8809,8387,21761,243963,263626,7172,6323,125612,153787,104669,141157
2016-10-30,494717,574193,4927,5662,124373,195824,334995,361242,282566,71481,28835,36418,1915456,932027,1590068,1586309,831482,549641,8368,10148,389189,242510,424208,303513,362313,446248,5695,7010,170911,126871,207454,141929,605232,696306,35815,52069,163839,188973,406662,556332,10211,18608,2507,5944,9066,18294,900,1396,570788,623311,10829,11901,275887,220662,275445,310809,37260,61801,1500,2051,24602,9248,9338,21560,304688,272183,8591,7287,153716,167640,127297,139177
2016-10-31,362396,591728,3493,4213,135296,258615,223382,303366,372604,73868,24585,37329,899596,1094177,1458311,1383061,935964,668836,6409,8509,499466,290598,445321,310034,345181,377118,3293,3966,175065,222625,168433,122625,495955,526454,30134,34881,175174,195160,319408,401975,11573,17450,2087,3901,10744,16980,825,1052,504445,672162,9642,10437,281590,220555,223761,270152,41497,65044,1520,1843,30786,9992,8493,19764,269660,228980,8506,6817,156503,149842,104991,106723
2016-11-01,359190,628487,4503,4471,135625,216604,200176,338111,379071,75484,24898,31647,1260548,1056370,1218764,1316451,912988,694509,6810,8105,429792,295131,465179,327936,419736,435541,3173,4143,194430,136239,261400,165610,500372,628394,23586,38184,186469,201428,338329,477990,12744,20171,3799,5540,12057,19757,971,1307,486325,708336,7894,9657,280017,206507,218311,256979,42241,62710,1044,1461,31564,9513,8717,20152,232352,220229,5845,4936,138056,146080,86102,96313
2016-11-02,338661,405870,3841,4381,148583,217948,147895,192505,917209,80811,29437,34603,865281,1123575,1215013,1306945,868816,604525,8114,9980,480579,286997,433747,288909,326178,435865,3929,4714,187290,139348,155166,120672,505554,648938,41563,38892,217361,161151,291676,417380,24001,24369,4486,7035,22883,23379,1685,1865,511340,725733,8105,10534,313683,237178,227305,260451,41271,65039,1277,1694,31211,11274,13058,20354,227256,226193,7360,5869,137795,152944,87755,94268
2016-11-03,385990,421230,3582,3888,153954,193632,159348,216366,672800,84141,27819,36533,858210,1222838,1361775,1767437,950795,614235,5786,8119,454265,312275,449172,306601,295274,362364,3403,4435,176795,148452,150384,124062,498931,637639,45602,43514,174795,149432,349116,448476,14381,21593,2463,4388,13390,21215,1035,1303,497075,886740,7951,9522,276546,406446,320279,274863,43233,69280,1373,1980,33324,11511,9348,20876,224025,229668,6550,8179,124615,151735,85915,100892
2016-11-04,475383,458996,3393,3933,154377,179239,186878,317820,686466,75634,27396,32159,889694,1107592,1314964,1463509,848397,566279,5569,7842,400096,270249,431511,320683,314967,346724,4172,4143,174320,139813,131784,117907,483737,606038,50068,41150,165111,199140,292874,493277,22413,24308,2684,4798,21240,23306,1213,1549,512314,715480,7876,10464,278232,255164,265317,309055,41382,65391,1099,1523,31877,33140,8773,21648,230735,231472,6145,5652,125778,150459,91009,104077
2016-11-05,430297,482343,3910,4411,128337,150863,246933,288596,379715,73995,28820,31880,796938,914650,1463531,1895076,735444,530161,5787,6904,313314,219138,413528,298210,383615,439159,4510,5499,186541,151692,194512,166820,530109,629076,36541,40623,146877,156940,383031,506927,8185,14384,1525,2554,7203,13945,899,1191,566092,691059,6034,7386,278136,217381,299353,352933,37901,62361,1414,3817,26762,8910,9758,23048,255480,251924,4743,4359,125368,152566,114291,130969
2016-11-06,743944,601604,4376,4715,163837,219211,374029,496059,406512,296962,29244,31850,924914,1122963,1804009,2099584,887157,700507,6669,7802,371845,509156,499263,416068,384801,513003,4466,4670,219031,157578,198193,190426,558870,750719,40064,53667,148244,169539,433087,592002,9634,21876,1814,3509,8656,25056,985,1312,610461,733925,7820,9676,316380,226201,299447,366467,42532,65511,1293,2650,30495,9330,13256,23604,287228,282265,5989,5359,148024,172295,123476,140694
2016-11-07,543068,469355,4441,5000,208173,251981,254834,269808,889405,155856,27972,35222,1485589,1286428,1336747,1702362,1022888,698905,7697,9318,552514,366131,506465,378517,322014,384076,4095,4681,198388,151982,166092,125246,457173,573251,27633,43648,151095,172660,299891,414170,16341,26524,2467,3928,15587,26550,1057,1189,559081,741520,9480,12564,318937,247109,257298,307770,55861,69706,1363,1713,43858,13918,13233,21560,248906,289728,6692,5636,180411,178998,95212,101334
2016-11-08,428209,478738,4560,6503,202085,266116,199328,206294,394209,82123,27970,31554,1122436,1256664,1484267,1590250,1164780,760575,7477,9947,627555,358087,546606,422152,343527,417987,2923,3685,207257,154789,150656,138792,486796,590642,36937,36694,146269,158448,309052,407659,14353,21644,1847,3248,13343,20953,1118,1440,572199,764900,7814,10723,311916,248559,260103,321586,59457,65702,1224,1608,39722,12403,35370,22807,282371,262939,5579,4484,155688,187859,103721,108021
2016-11-09,498474,562308,3970,3505,421850,308315,232381,285237,605285,81497,27502,39600,1517784,1809331,2386637,1804863,1437519,1309843,6690,8907,705589,497021,823775,749233,365050,477741,2910,3396,284256,166445,230792,218105,627936,653291,28280,39329,142301,163821,340792,394834,11572,18056,2180,2961,10689,17353,990,1175,716175,945511,6646,9166,326667,427605,339041,400597,86619,65789,1236,4631,49579,23952,36056,22564,485869,472117,4830,4541,238807,330279,191980,201227
2016-11-10,416308,440136,3267,3344,248827,243707,194555,209908,996005,78549,29925,47094,1317638,1589039,1665275,1579013,1154387,794113,6268,8840,589412,355894,602986,420923,327921,402160,2897,3749,218738,138143,170433,147267,484770,542130,30014,38719,138894,165700,307380,339706,12766,20286,1983,3518,11737,19308,1061,1256,618536,767640,7031,9139,324400,294178,282332,329886,61549,65898,1037,3778,40919,17091,18243,21378,299515,282337,4897,4470,162538,179977,126584,127338
2016-11-11,418956,417524,3912,4577,230341,210300,219070,310529,744447,94844,30541,41080,1266063,1516093,1667588,1652852,928569,807093,7430,8692,428196,368642,499041,356446,367160,456242,3266,3960,199923,138448,190181,171529,944152,699283,33228,56742,206127,336398,582802,414077,12027,17974,1829,3356,11230,17565,1036,1314,602314,708537,7327,9330,315508,302276,249658,318535,48874,63610,1018,1361,36353,12897,12899,21686,274692,245622,5353,4756,130377,167829,121582,114541
2016-11-12,431056,465513,7774,9129,259015,161482,234189,316629,571992,81465,28110,38489,1123553,1181562,1753579,1951796,804658,629183,6944,8839,325493,237104,496339,330700,427263,494316,5842,6554,196811,220128,260541,203621,605832,595671,36626,46349,148520,181169,421786,481717,9598,13382,1837,3412,8754,12698,1124,1356,698414,687359,9636,11412,317891,252741,345998,347347,41277,64509,1196,3134,28441,11176,12552,23373,277045,268896,6189,8090,135377,155397,131940,137251
2016-11-13,567229,639830,4449,4645,180671,193904,308884,431432,885191,79950,34035,39425,1139570,1554143,2688977,2657490,973316,889246,6691,8132,608404,261679,510877,403730,417285,499661,4160,4078,211632,148074,227369,213671,585315,622627,36674,52050,148881,176921,455349,484677,7511,12440,1979,3487,6634,11488,1149,1187,741481,791858,9290,11581,362851,251901,313998,388778,48285,65376,973,1384,31668,12198,17698,24784,294603,289667,5497,5465,150982,160966,140388,150039
2016-11-14,446415,475788,4613,4923,407608,225050,186423,234285,551917,84892,39975,43023,1343440,2189126,2497237,2017217,1039273,764705,7375,8791,566340,332554,521801,359913,389128,443534,4461,4693,255481,154291,168733,128588,510511,600230,33750,42541,170590,197133,344873,377446,13589,20588,2007,4028,12490,19982,1359,1709,649435,745022,9076,10881,344716,265403,261632,322708,47234,66200,1694,2568,35886,21105,21235,21254,233669,255290,6247,5294,144402,156913,95809,112076
2016-11-15,382158,410677,5414,7323,210950,215720,173413,204262,435937,84255,39596,36662,1232622,1609663,1854588,1719805,1003362,779537,6753,9044,634844,378423,500451,351103,387386,403558,3476,4077,216768,140722,187690,131581,438253,665070,45998,39115,157567,208691,347909,382267,12409,19258,2282,4530,11721,18610,1054,1524,1004838,678716,8880,11244,363761,248455,385329,294907,48269,66020,1038,1450,38000,11362,11721,20582,229695,272073,7218,6129,142443,172205,106069,104393
2016-11-16,390306,393579,5987,6352,170300,224283,225323,191910,459128,81496,35718,36570,1370441,1365242,1522992,1619193,964403,644620,7298,10643,497196,313165,500908,327778,326659,412534,3512,4009,195277,138070,158602,170388,436068,531061,38573,33556,332399,165386,339784,317768,13067,21743,2085,4771,12281,21747,971,1398,700836,670263,8154,10628,343452,234923,279632,292212,65763,70729,1025,1534,56011,10552,10783,21153,270469,269603,7644,6887,168988,163330,110102,102185
2016-11-17,418818,425626,3542,4226,160939,200824,181160,263641,1324266,78983,35770,31641,1130545,1259830,1342901,1545141,914991,611162,5903,8641,466873,305898,464744,300285,300490,379437,3036,3629,182351,146378,135278,153151,448781,599219,32938,39068,156964,174615,320561,381989,18511,22770,2153,4645,17824,22577,972,1205,636281,679489,8719,11335,344684,238812,277577,292489,52490,66671,1143,1666,39083,11416,11664,21006,456189,259916,6669,5978,142659,178287,98510,101938
2016-11-18,336373,376915,4029,4920,143792,195322,184455,208382,987741,88971,26993,33278,1004256,1265031,1461603,1651181,779991,563184,5739,7773,393681,268650,432725,294977,279689,423403,2965,3437,190110,137330,132853,114527,445560,640101,31196,43189,190001,155805,336602,422596,13580,20096,2949,5667,12934,19708,988,1233,595237,726145,8211,10599,346410,228249,250627,303401,42817,63446,1072,1270,31954,11586,9497,22009,226117,250229,5777,4966,133682,170590,98712,105381
2016-11-19,354750,535088,4852,5694,118604,160582,225595,311538,633689,72203,28799,31563,810654,938255,1511658,1783928,737085,507134,5952,9152,331431,215393,396437,270250,331732,393590,3605,4343,166180,308580,186819,146591,478681,636500,38190,46132,191203,159925,380733,447327,9449,14733,2597,4418,8517,14227,1175,1414,676034,818636,8676,12095,349601,247363,308956,454556,42682,64542,1025,1382,27926,9689,10587,24441,263987,286770,5880,6352,137096,161281,128193,143246
2016-11-20,442737,539073,3921,4730,150916,193112,280775,326295,1445866,82824,25394,29430,977567,1007665,1774662,1882097,850239,600713,6595,9795,355367,249661,453840,333503,400155,475321,3157,3809,194415,157683,206985,185345,528670,693311,37788,49490,184741,160530,433735,518629,9079,16056,2292,3546,8290,15543,991,1274,714409,898688,8786,12137,383175,241113,382620,407727,44377,66438,1608,1243,30247,15177,10997,24664,313033,305981,6665,5857,162842,169617,130381,175463
2016-11-21,324925,429784,3059,3510,160923,208801,154585,213002,940583,84705,30602,31721,1337706,1215058,1757786,1650136,902012,637026,6679,8735,432511,297337,476383,340487,328840,393235,2873,3452,191932,157265,136234,107437,514963,525250,29714,40590,171395,164596,332236,407128,13221,20300,2107,3150,12685,19737,937,1132,677788,749375,8051,10230,378445,237414,290239,348789,48825,78151,2410,1410,40757,19614,10234,23732,263769,264741,6232,5624,155668,169818,100473,137848
2016-11-22,329512,397345,5022,7024,204314,207555,169425,189765,660764,78738,31889,36255,1213995,1193338,1271240,1531519,936686,853951,8281,10270,471782,307688,650694,416803,309889,356264,2664,3443,185534,137430,133913,103941,449075,486284,30256,41367,155799,143988,311437,330649,13699,22128,2428,4551,12983,21811,948,1223,668612,721763,8557,10917,443678,245128,285502,339420,47340,68373,1200,1435,35651,10466,9139,22304,236790,258438,5847,6133,147615,161563,101301,142409
2016-11-23,324253,398794,3410,4177,155574,186561,135368,183919,1152147,72225,28566,34448,1056300,1026522,1277519,1785400,960442,1094874,6930,11093,467948,338397,796414,341737,304193,410907,3276,4108,214206,129860,141236,101653,512919,574440,33676,43538,152144,144157,404769,431430,14023,21599,2876,5039,13240,21446,1025,1266,596910,705312,8639,10780,355028,230761,268680,313136,46127,69739,1276,3316,34614,14959,8583,22239,230915,246151,5438,4861,140289,156246,99521,118724
2016-11-24,349298,378002,4557,4349,149305,202550,178357,188045,782483,67591,25896,31150,813517,1042651,1439689,1858646,921818,714174,7160,9720,430886,305242,522950,312047,285373,410079,3642,4557,183706,127390,132687,96187,456293,500902,29389,33409,146062,172283,306144,347692,13391,21564,2494,3860,12505,21195,1104,1205,596241,696768,8825,11436,363456,265034,283812,308851,43810,64986,1078,1425,31401,9651,8591,48222,220009,229240,5995,5081,126286,146124,94323,108824
2016-11-25,286091,364500,4042,4078,135280,176611,136080,176262,373360,74709,26586,30485,783029,963307,1460716,1898221,876289,579501,6425,9967,343364,414401,486063,304859,298138,400639,3884,4828,172234,118243,132080,90918,573823,588701,33523,39993,160161,165612,448925,384492,11970,19136,2242,4824,11057,18829,882,1156,592212,669353,9592,12237,340576,251502,272941,298855,41106,65675,1195,1785,30224,8527,8428,22803,252296,221297,5847,5460,122299,165436,100407,104451
2016-11-26,344190,450692,5441,5788,116809,150549,228532,233148,357306,79081,31875,30755,765578,924209,1674667,1878874,753444,604333,7881,10206,304273,293574,440554,342159,320466,506912,4952,5970,179853,125370,179111,149573,548733,620537,36518,50918,220738,165875,408294,456902,9856,15300,3074,4742,8655,14539,960,1299,613953,733623,9780,12535,329934,221490,301149,354022,56657,65175,1270,1712,30524,11146,13748,30706,377649,376704,8292,6262,212777,171891,190551,146419
2016-11-27,479087,702569,4252,5780,158240,208561,291485,401525,530778,82407,30412,28801,813181,975187,1715903,2011219,922669,685242,8902,11510,344423,253179,518963,388896,407461,506667,5866,6829,223584,144352,271568,182111,567262,722487,48771,50783,170768,179898,470241,478748,9786,16142,3860,6920,8566,15279,1316,1626,689601,801285,10450,13247,375530,255302,329743,374660,48860,67616,1059,1419,28616,9263,13288,28897,337768,354289,7311,6172,187758,178779,153280,150159
